日時,金額,手数料,TX,アドレス
2018-01-26 09:37:14.224588,0.52010700,0.02000000,0x084d5b311c450fc3f458ebe8bbf1a50d3c667b6b6f74111417aba92ddbb08ad6,0x12c2623Ea3aAAeD432D512c86F5A8E3eA7099042
2017-11-19 15:04:57.857310,4.78450070,0.01000000,0xd293c3807bdc2a54ae15498cf00c77cab901114e67f1a5eccaf0609bfc259466,0x12c2623Ea3aAAeD432D512c86F5A8E3eA7099042
2017-11-03 00:03:47.928877,2.09180514,0.01000000,0xc50e3fc6465bf56be96965e77789f65b118b484ae00cb1488b21acb9e588642f,0x12c2623Ea3aAAeD432D512c86F5A8E3eA7099042
2017-11-02 23:32:59.256170,0.70000000,0.01000000,0x61c4bc612be6a26caca3708fa0cae9353abfd0466a3c6c390b920ab95e2f3e2e,0x12c2623Ea3aAAeD432D512c86F5A8E3eA7099042
2017-10-19 09:45:14.677834,2.32393100,0.01000000,0x328df78cf8889beccc88bfa2f9f2353de2bc63ccf96eccd1889c8ffa69c535a4,0x12c2623Ea3aAAeD432D512c86F5A8E3eA7099042
2017-10-02 17:09:21.573433,2.00000000,0.01000000,0x9aed87ee433d6428ad26bb475430a98b0eafe0548afb90b74741c5c777942023,0x12c2623Ea3aAAeD432D512c86F5A8E3eA7099042
