OrderUuid,Exchange,Type,Quantity,Limit,CommissionPaid,Price,Opened,Closed
84c327a0-d41d-449d-b99c-688f0c470170,BTC-ZEC,LIMIT_BUY,1.17,0.04133012,0.00012086,0.0483562,10/15/2017 8:38:19 AM,10/15/2017 8:44:33 AM
9e864510-a47b-4c87-86f6-12ef46e25e94,BTC-ADA,LIMIT_BUY,1000,0.00000339,0.00000847,0.00339,11/2/2017 3:28:34 PM,11/2/2017 3:28:42 PM
0faa5428-bae5-4957-a02f-fc4a92defc2e,BTC-ETC,LIMIT_BUY,4,0.0014122,0.00001411,0.00564879,11/2/2017 3:38:26 PM,11/2/2017 3:39:36 PM
441baaa2-cad6-4dd6-9c0b-a6ec506f42cd,BTC-MONA,LIMIT_SELL,97.69096,0.00088004,0.00021492,0.08597195,12/20/2017 11:43:19 PM,12/20/2017 11:43:19 PM
01ee872a-21fc-4285-b32d-403891537aed,BTC-SRN,LIMIT_BUY,530.5915811,0.00010863,0.00014409,0.05763816,2/16/2018 1:42:46 AM,2/16/2018 1:42:46 AM
37fcd6b4-3a62-4b8a-a8a9-730505638146,BTC-LSK,LIMIT_SELL,10.12,0.00184788,0.00004675,0.01870054,2/28/2018 3:16:01 AM,2/28/2018 3:16:01 AM
9ab0b7a1-ce9b-42dd-9084-73a03b209451,BTC-SRN,LIMIT_BUY,307.5623901,0.0000605,0.00004651,0.01860752,2/28/2018 3:16:28 AM,2/28/2018 3:16:53 AM
9644af92-0413-4ca7-84d2-b7d50859d13a,BTC-TRIG,LIMIT_BUY,250.4848505,0.00031412,0.00019666,0.07866476,1/8/2018 3:34:09 AM,1/8/2018 3:34:10 AM
f1b4ead9-3bd3-4876-9c5e-e4d20c75d96a,BTC-LSK,LIMIT_SELL,40.339,0.00196,0.00019765,0.07906442,1/8/2018 3:33:50 AM,1/8/2018 3:33:52 AM
8bdf30e7-1fcb-489a-a1d7-ea158d58f300,BTC-TRIG,LIMIT_BUY,12.67065906,0.000265,0.00000836,0.00334505,1/5/2018 11:42:11 PM,1/5/2018 11:42:11 PM
2f95192b-8945-4571-85a4-56a12ec1769c,BTC-LSK,LIMIT_SELL,72.85034008,0.00138552,0.00025233,0.10093559,1/4/2018 12:00:21 AM,1/4/2018 12:02:02 AM
6d03c886-0085-428c-bb9f-74794a64b0ec,BTC-LSK,LIMIT_BUY,1.37884425,0.0014,0.00000481,0.00192555,1/3/2018 1:29:53 PM,1/3/2018 1:29:53 PM
ccacec6f-1c8a-4831-b775-895e03c8a10d,BTC-TRIG,LIMIT_SELL,4,0.000485,0.00000485,0.00194,1/3/2018 1:29:04 PM,1/3/2018 1:29:13 PM
f2694745-eee4-4a03-9fc2-a51df8c2b879,BTC-DOGE,LIMIT_BUY,83354.66733,0.00000059,0.00012294,0.04917925,1/3/2018 2:59:25 AM,1/3/2018 2:59:25 AM
c0d18ee3-673c-4903-b191-fa7b8cf45896,BTC-ZEC,LIMIT_SELL,1.3732,0.035993,0.00012356,0.04942558,1/3/2018 2:57:37 AM,1/3/2018 2:57:52 AM
81ad90d8-e5a3-4bc1-ba87-851a556c8233,BTC-DOGE,LIMIT_BUY,131471.2608,0.00000059,0.00019392,0.07756804,1/3/2018 2:53:47 AM,1/3/2018 2:53:47 AM
ab9d9997-0e24-476c-a81d-a13d520e1938,BTC-DOGE,LIMIT_BUY,13958.18102,0.00000061,0.00002128,0.00851449,1/3/2018 12:21:52 AM,1/3/2018 12:22:00 AM
8c70562d-2f1b-439f-8e27-23b5edd10d65,BTC-TRIG,LIMIT_SELL,2.8,0.00044,0.00000308,0.00123522,1/3/2018 12:21:23 AM,1/3/2018 12:21:24 AM
f700eea6-1f76-442b-9491-8518baa8259b,BTC-LSK,LIMIT_BUY,1.07195037,0.00125675,0.00000336,0.00134717,12/21/2017 6:24:44 AM,12/21/2017 6:24:44 AM
2b2f40ac-8b0e-4312-ba9f-2184125b349e,BTC-ADA,LIMIT_BUY,18030.86294,0.00001187,0.00053506,0.21402634,12/1/2017 5:00:58 AM,12/1/2017 5:00:59 AM
ca251d6a-5c38-4f4a-b22b-a5d8309d99fc,BTC-LSK,LIMIT_SELL,290.6705999,0.00074,0.00053774,0.21509915,12/1/2017 5:00:10 AM,12/1/2017 5:00:10 AM
d99ebf19-6145-4770-963a-e2fc7243e538,BTC-LSK,LIMIT_BUY,290.6705999,0.00073145,0.00053152,0.21261101,11/30/2017 4:32:49 PM,11/30/2017 4:32:49 PM
d1b7d248-20ed-4a39-91a0-ad8bf2e0aa63,BTC-XRP,LIMIT_SELL,8796.946605,0.00002429,0.00053419,0.21367783,11/30/2017 4:00:24 PM,11/30/2017 4:00:24 PM
0413eab4-9aa8-41d0-957d-2303dded7fa7,USDT-BTG,LIMIT_BUY,0.00002703,337,0.0000227,0.00908208,11/29/2017 1:50:05 PM,11/29/2017 1:50:06 PM
ad943366-4b39-4d61-8b50-2c38b66d309a,USDT-XRP,LIMIT_BUY,5433.666377,0.26825614,3.64403591,1457.614368,11/29/2017 1:46:58 PM,11/29/2017 1:48:42 PM
8e50b558-988e-460d-ac5a-46c74af99543,USDT-ZEC,LIMIT_SELL,4.02342725,364.1,3.66232464,1464.929862,11/29/2017 1:45:57 PM,11/29/2017 1:46:05 PM
a5939086-d1fd-4f35-b462-bd457546f20d,USDT-BTG,LIMIT_BUY,0.00000817,321.42,0.00000656,0.002626,11/29/2017 12:41:46 PM,11/29/2017 3:37:04 PM
1a6a12b3-852c-4129-b90c-c929564f591c,ETH-BCC,LIMIT_SELL,1.03277443,3.30620067,0.00853639,3.41455951,11/28/2017 4:41:25 AM,11/28/2017 4:41:25 AM
833ea127-3243-4cde-83fd-bb8335578d90,BTC-BCC,LIMIT_BUY,0.43867154,0.08964996,0.00009831,0.03932688,11/3/2017 7:13:55 AM,11/3/2017 7:14:11 AM
c689aea6-bdd7-4049-b444-860a3f378485,BTC-LSK,LIMIT_BUY,10,0.00057486,0.00001437,0.0057486,11/2/2017 4:04:27 PM,11/2/2017 4:04:28 PM
014f0ed4-b8f6-4081-8ac7-e6b5ba0a34e9,BTC-ETH,LIMIT_SELL,1,0.04051,0.00010127,0.04051,11/2/2017 3:56:38 PM,11/2/2017 3:56:38 PM
51cbe890-7413-49f9-b529-689cdc2e6d6d,BTC-ETH,LIMIT_SELL,0.09136306,0.04062226,0.00000927,0.00371137,11/2/2017 3:42:06 PM,11/2/2017 3:42:08 PM
1aeefca7-e96c-492b-a4bd-9919a6174044,BTC-ARDR,LIMIT_BUY,500,0.00002627,0.00003283,0.013135,11/2/2017 3:26:47 PM,11/2/2017 3:32:40 PM
ee2ada72-6f9f-4d2d-9405-614176f0b3c1,USDT-XRP,LIMIT_SELL,300,1.2731,0.95482499,381.93,1/26/2018 6:28:17 AM,1/26/2018 6:28:22 AM
