Date,Dealer,Exchange1,Exchange2,Type,Quantity,Limit,CommissionPaid,Price
2017/11/29,bittrex,USDT,XRP,BUY,5433.666377,0.26825614,3.64403591,1457.614368
2017/11/29,bittrex,USDT,BTG,BUY,0.00002703,337,0.0000227,0.00908208
2017/11/29,bittrex,USDT,BTG,BUY,0.00000817,321.42,0.00000656,0.002626
2017/11/30,bittrex,BTC,XRP,SELL,8796.946605,0.00002429,0.00053419,0.21367783
2017/11/30,bittrex,BTC,LSK,BUY,290.6705999,0.00073145,0.00053152,0.21261101
2017/12/01,bittrex,BTC,LSK,SELL,290.6705999,0.00074,0.00053774,0.21509915
2017/12/01,bittrex,BTC,ADA,BUY,18030.86294,0.00001187,0.00053506,0.21402634
2017/12/01,bittrex,BTC,ADA,SELL,8271.452145,0.00001212,0.00025062,0.10024999
2017/12/01,bittrex,BTC,ADA,SELL,2555.715461,0.00001216,0.00007769,0.0310805
2017/12/01,bittrex,BTC,ZEC,BUY,1.02551203,0.0304,0.0000779,0.03117553
2017/12/01,bittrex,BTC,ADA,SELL,7203.695337,0.0000124,0.00022331,0.08932582
2017/12/01,bittrex,BTC,XRP,BUY,3796.669075,0.00002341,0.00022212,0.08885329
2017/12/01,bittrex,USDT,ZEC,SELL,1.02551203,313.5,0.80374505,321.4980214
2017/12/01,bittrex,USDT,XRP,BUY,1321.870665,0.2419999,0.79840958,319.3638337
2017/12/02,bittrex,BTC,XRP,SELL,5118.53974,0.00002253,0.00028829,0.11532069
2017/12/02,bittrex,BTC,ADA,BUY,9331.066713,0.0000123,0.00028693,0.11477212
2017/12/02,bittrex,BTC,ADA,SELL,5000,0.00001235,0.00015436,0.06174999
2017/12/02,bittrex,BTC,ARDR,BUY,434.1120879,0.0000359,0.00003894,0.01558461
2017/12/02,bittrex,BTC,ARDR,BUY,1275.246607,0.00003596,0.00011464,0.04585786
2017/12/02,bittrex,BTC,ARDR,SELL,1709.358695,0.00003919,0.00016781,0.06712651
2017/12/02,bittrex,BTC,ARDR,BUY,1708.225128,0.0000391,0.00016697,0.0667916
2017/12/03,bittrex,BTC,ADA,SELL,4331.066713,0.00001177,0.00012744,0.05097665
2017/12/03,bittrex,BTC,ARDR,SELL,1708.225128,0.00004002,0.00017111,0.06844906
2017/12/03,bittrex,BTC,BCC,BUY,0.86553849,0.13728999,0.00029705,0.11882111
2017/12/04,bittrex,BTC,BCC,SELL,0.88009169,0.1331,0.00029285,0.1171402
2017/12/05,bittrex,BTC,MTL,BUY,200.9700489,0.00058001,0.0002914,0.11656462
2017/12/05,bittrex,BTC,MTL,SELL,200.9700489,0.00055333,0.00027853,0.11141681
2017/12/05,bittrex,BTC,BCC,BUY,0.88617351,0.125101,0.00027714,0.11086118
2017/12/05,bittrex,BTC,BCC,SELL,0.88617351,0.12222222,0.00027076,0.10831008
2017/12/06,ccex,BTC,XVGCT,BUY,6283.879995,0.000017,0.00021408,0.10704004
2017/12/11,ccex,BTC,ZNY,BUY,8019.642857,0.00000056,9E-06,0.0045
2017/12/11,bittrex,BTC,XVG,SELL,8019.542857,0.00000052,0.00001042,0.00417016
2017/12/13,cryptopia,BTC,SXC,BUY,1014.355904,0.00000429,0.0000087,0.004352
2017/12/15,cryptobridge,ZNY,XP,BUY,560116.2126,0.0005,0,280.0581063
2017/12/15,cryptobridge,ZNY,XP,SELL,12000.00001,0.00075,0,9.000000008
2017/12/15,cryptobridge,ZNY,XP,BUY,16584.46415,0.00055,0,9.121455283
2017/12/15,cryptobridge,ZNY,XP,BUY,453119.0658,0.00055,0,249.2154862
2017/12/15,cryptobridge,ZNY,XP,BUY,835735.22,0.00054,0,451.2970188
2017/12/15,cryptobridge,ZNY,XP,BUY,219038.9259,0.00054,0,118.28102
2017/12/16,cryptobridge,ZNY,XP,BUY,344550.6561,0.0013,0,447.9158529
2017/12/16,cryptobridge,ZNY,XP,BUY,139600.3323,0.0013,0,181.480432
2017/12/16,cryptobridge,ZNY,XP,BUY,996849.7083,0.0013,0,1295.904621
2017/12/17,cryptobridge,ZNY,XP,BUY,499915.6118,0.00152,0,759.8717299
2017/12/17,cryptobridge,ZNY,XP,BUY,666508.9265,0.00174,0,1159.725532
2017/12/17,coinexchange,DOGE,SHND,BUY,14690851.87,0.00014389,3.17080001,2117.037476
2017/12/17,coinexchange,DOGE,SHND,BUY,52038468.67,0.00014389,11.23172288,7499.046979
2017/12/17,coinexchange,DOGE,SHND,BUY,12405504.59,0.00014389,2.67754208,1787.705598
2017/12/17,coinexchange,DOGE,SHND,BUY,11246118.95,0.00014389,2.42730608,1620.631362
2017/12/17,coinexchange,DOGE,SHND,BUY,15241406.33,0.00014389,3.28962893,2196.375585
2017/12/17,cryptobridge,ZNY,XP,BUY,576858.9881,0.0023,0,1326.775673
2017/12/17,cryptobridge,ZNY,XP,BUY,0.00434,0.002304,0,1.00E-05
2017/12/17,coinexchange,DOGE,XP,BUY,1.28866646,0.04100001,0.00007925,0.05291459
2017/12/17,cryptobridge,DOGE,XP,SELL,35051.5889,0.0625,0,2190.724306
2017/12/17,cryptobridge,DOGE,XP,SELL,211703.8198,0.0625,0,13231.48874
2017/12/20,cryptobridge,MONA,XP,SELL,343724.9655,0.000015,0,5.155874483
2017/12/20,bittrex,BTC,MONA,SELL,97.69096,0.00088004,0.00021492,0.08597195
2017/12/20,bittrex,BTC,TRIG,BUY,1045.753514,0.0000818,0.00021382,0.08554262
2017/12/21,bittrex,BTC,DOGE,SELL,12167.65868,0.00000046,0.00001399,0.00559712
2017/12/21,bittrex,BTC,TRIG,BUY,56.92723528,0.00009784,0.00001391,0.00556976
2017/12/21,bittrex,BTC,LSK,SELL,30,0.0012634,0.00009475,0.037902
2017/12/21,bittrex,BTC,TRIG,BUY,396.97665,0.000095,0.00009428,0.03771278
2017/12/21,coinexchange,DOGE,SHND,SELL,105622350.4,0.0000488,7.73155605,5146.639144
2017/12/21,bittrex,BTC,DOGE,SELL,5144.639144,0.00000045,0.00000578,0.00231508
2017/12/21,bittrex,BTC,TRIG,BUY,10,0.00009566,0.00000239,0.0009566
2017/12/21,bittrex,BTC,LSK,BUY,1.07195037,0.00125675,0.00000336,0.00134717
2017/12/21,cryptobridge,MONA,XP,SELL,554451.4477,0.00002,0,11.08902895
2017/12/21,cryptobridge,MONA,XP,SELL,2406751.94,0.000018,0,43.32153492
2017/12/21,cryptobridge,MONA,XP,SELL,0.05555,0.000018,0,1.00E-06
2017/12/21,cryptobridge,MONA,XP,SELL,2432432.432,0.000019,0,46.21621622
2017/12/21,cryptobridge,MONA,XP,BUY,342.49732,0.000025,0,0.008562433
2017/12/21,cryptopia,BTC,SXC,SELL,1014.355904,0.00000518,0.00001051,0.005254
2017/12/21,cryptopia,BTC,DOGE,BUY,12170.65868,0.00000043,0.00001047,0.005233
2017/12/31,bittrex,BTC,LSK,SELL,10,0.00142834,0.00003569,0.01428338
2017/12/31,bittrex,BTC,ETH,BUY,0.26367515,0.0539,0.00003553,0.01421209
2017/12/31,liqui,ETH,SRN,BUY,6.41062663,0.00157422,3.34652E-09,0.01009174
2017/12/31,liqui,ETH,SRN,BUY,150.4848137,0.00157422,-3.42281E-09,0.2368962
2017/12/31,bittrex,BTC,LSK,SELL,1,0.00146102,0.00000365,0.00146102
2017/12/31,bittrex,BTC,TRIG,BUY,3.17878288,0.00045735,0.00000363,0.00145264
2018/01/01,cryptobridge,DOGE,XP,SELL,301.59496,0.132,0,39.81053472
2018/01/03,bittrex,BTC,LSK,SELL,5,0.00146279,0.0000183,0.0073208
2018/01/03,bittrex,BTC,TRIG,SELL,2.8,0.00044,0.00000308,0.00123522
2018/01/03,bittrex,BTC,DOGE,BUY,13958.18102,0.00000061,0.00002128,0.00851449
2018/01/03,coinexchange,DOGE,XP,BUY,102000,0.137,20.961,13994.961
2018/01/03,bittrex,BTC,LSK,SELL,55.15195037,0.0014135,0.00019489,0.07795728
2018/01/03,bittrex,BTC,DOGE,BUY,131471.2608,0.00000059,0.00019392,0.07756804
2018/01/03,bittrex,BTC,ZEC,SELL,1.3732,0.035993,0.00012356,0.04942558
2018/01/03,bittrex,BTC,DOGE,BUY,83354.66733,0.00000059,0.00012294,0.04917925
2018/01/03,coinexchange,DOGE,XP,BUY,135956.1825,0.15659999,31.93610524,21322.67293
2018/01/03,coinexchange,DOGE,XP,SELL,237957.4712,0.1640001,58.53757361,38966.5115
2018/01/03,bittrex,BTC,DOGE,SELL,232466.2136,0.0000006,0.00034869,0.13947971
2018/01/03,bittrex,BTC,LSK,BUY,60,0.00140202,0.00021018,0.08412111
2018/01/03,bittrex,BTC,LSK,BUY,2.0592675,0.0014,0.0000072,0.00288297
2018/01/03,bittrex,BTC,ZEC,BUY,0.44553614,0.036986,0.00004119,0.01647859
2018/01/03,bittrex,BTC,ZEC,BUY,0.94642426,0.0373,0.00008825,0.03530162
2018/01/03,bittrex,BTC,ZEC,SELL,1.3919604,0.036537,0.00012713,0.05085805
2018/01/03,bittrex,BTC,TRIG,BUY,121.2776737,0.00041726,0.00012651,0.05060432
2018/01/03,bittrex,BTC,LSK,SELL,62.0592675,0.0013688,0.00021239,0.08495854
2018/01/03,bittrex,BTC,TRIG,BUY,199.2753679,0.00042421,0.00021133,0.0845346
2018/01/03,bittrex,BTC,TRIG,SELL,300,0.00047883,0.00035911,0.14364899
2018/01/03,bittrex,BTC,ZEC,BUY,1.4,0.03719199,0.00013016,0.05206877
2018/01/03,bittrex,BTC,LSK,BUY,64.67171621,0.001405,0.00022715,0.09086376
2018/01/03,bittrex,BTC,TRIG,SELL,20,0.0004798,0.00002399,0.009596
2018/01/03,bittrex,BTC,LSK,BUY,6.79977962,0.00140426,0.00002387,0.00954865
2018/01/03,bittrex,BTC,TRIG,SELL,4,0.000485,0.00000485,0.00194
2018/01/03,bittrex,BTC,LSK,BUY,1.37884425,0.0014,0.00000481,0.00192555
2018/01/04,bittrex,BTC,LSK,SELL,72.85034008,0.00138552,0.00025233,0.10093559
2018/01/04,bittrex,BTC,TRIG,BUY,233.9429789,0.00042932,0.00025025,0.10010186
2018/01/04,bittrex,BTC,ZEC,SELL,1.4,0.0371,0.00012985,0.05194098
2018/01/04,bittrex,BTC,TRIG,BUY,121.6226055,0.00042769,0.00013001,0.0520046
2018/01/04,liqui,BTC,SRN,BUY,0.00020675,0.00008466,2.49655E-09,0.00000002
2018/01/04,liqui,BTC,SRN,BUY,1139.0224,0.000086,3.6E-09,0.09795593
2018/01/04,liqui,BTC,SRN,BUY,250.4452471,0.00008564,-9.61644E-10,0.02144813
2018/01/04,liqui,BTC,SRN,BUY,214.236498,0.0000856,-4.2288E-09,0.01833864
2018/01/04,liqui,BTC,SRN,BUY,297.5404415,0.00008559,3.61202E-09,0.02546649
2018/01/04,liqui,BTC,SRN,BUY,17.61904761,0.00008558,1.90554E-09,0.00150784
2018/01/04,bittrex,BTC,TRIG,SELL,355,0.00046931,0.0004165,0.16660504
2018/01/04,bittrex,BTC,ZEC,BUY,1.4,0.03591265,0.00012565,0.05026
2018/01/04,bittrex,BTC,LSK,BUY,80.38484334,0.00143716,0.0002888,0.11552587
2018/01/04,liqui,BTC,SRN,BUY,0.02711624,0.00008452,-1.8646E-09,0.00000229
2018/01/04,liqui,BTC,SRN,BUY,3.58441321,0.00008452,-4.60451E-09,0.00030295
2018/01/04,bittrex,BTC,LSK,SELL,80.38484334,0.00146004,0.00029342,0.1173683
2018/01/04,bittrex,BTC,ZEC,SELL,1.4,0.036199,0.00012669,0.0506786
2018/01/04,bittrex,BTC,ETH,BUY,2.57640687,0.06489987,0.00041801,0.16720704
2018/01/04,bittrex,BTC,ETH,SELL,2.57640687,0.0646,0.00041608,0.16643588
2018/01/05,bittrex,BTC,TRIG,SELL,7,0.00054114,0.00000946,0.00378798
2018/01/05,bittrex,BTC,ADA,BUY,59.32746262,0.00006353,0.00000942,0.00376907
2018/01/05,bittrex,BTC,ADA,SELL,59.32746262,0.0000568,0.00000843,0.00337454
2018/01/05,bittrex,BTC,TRIG,BUY,12.67065906,0.000265,0.00000836,0.00334505
2018/01/08,bittrex,BTC,LSK,SELL,40.339,0.00196,0.00019765,0.07906442
2018/01/08,bittrex,BTC,TRIG,BUY,250.4848505,0.00031412,0.00019666,0.07866476
2018/01/08,bittrex,BTC,TRIG,SELL,250,0.00037965,0.00023728,0.0949125
2018/01/08,bittrex,BTC,LSK,BUY,44.95769499,0.00210101,0.00023607,0.09445649
2018/01/08,bittrex,BTC,LSK,SELL,44.95769499,0.0021,0.00023601,0.09441115
2018/01/08,bittrex,BTC,TRIG,BUY,256.0592044,0.00036687,0.00023484,0.09394043
2018/01/09,bittrex,BTC,TRIG,SELL,250,0.00035817,0.00022385,0.0895425
2018/01/09,bittrex,BTC,DOGE,BUY,89995.92106,0.00000099,0.00022273,0.08909596
2018/01/09,coinexchange,DOGE,SPRTS,BUY,20947848.34,0.001699,53.38559148,35643.77991
2018/01/09,coinexchange,DOGE,SPRTS,BUY,1000000,0.001699,2.5485,1701.5485
2018/01/09,coinexchange,DOGE,SPRTS,BUY,2725928.198,0.001699,6.94702801,4638.299036
