DATE,CURRENCY,UNITS,FROM,TO
01/12/2018,SRN,500,,liqui
01/10/2018,BTC,0.0773854,,liqui
01/04/2018,BTC,0.16502229,,liqui
12/31/2017,ETH,0.24698794,,liqui
