日時,金額,手数料,hash,アドレス,メッセージ
2018-02-10 14:29:54.915540,6.03258080,0.00000000,transfer-41350,NAGJG3-QFWYZ3-7LMI7I-QPSGQN-YADGSJ-ZGJRD2-DIYA,bcc70840bf778601
