ID,Amount,Price,Trading Currency,Original Currency,Progress,Time
1208978,7309.1,0.45047,XRP,BTC,completed,2017-08-24 06:46:30 UTC
1142873,1054.9,0.038525,XRP,BTC,completed,2017-08-20 12:53:31 UTC
